catid,codec,description
8,CGFG,SWAROVSKI CRYSTAL DORADO-001 DOR
8,CGFH,CZECH CRYSTAL RUBY 90110
8,CGFJ,AIR BLUE OPAL F(285)
8,CGFK,GOLD QUARTZ 00530 CZECH  MAXIMA
8,CGFL,CHRYSOLITE 50000
8,CGFM,TURQUOISE 63030
8,CGFN,CZECH CAPRI BLUE-60310
8,CGFP,SWAROVSKI LIGHT SILK #261
8,CGFQ,LIGHT ROSE-70020捷克水鑽 MAXIMA
8,CGFR,CRYSTAL-00030捷克水鑽 MAXIMA
8,CGFS,JONQUIL-80100捷克水鑽 MAXIMA
8,CGFU,AMETHYST-20050捷克水鑽 MAXIMA
8,CGFV,AQUAMARINE-60000捷克水鑽 MAXIMA
8,CGFW,CITRINE-80310捷克水鑽 MAXIMA
8,CGFX,SWAROVSKI CRYATAL 001 BRONZE SHADE
8,CGFY,捷克水鑽CRYSTAL VELVET 00030 VEL(天鵝絨)
8,CGFZ,INDICOLITE-60100 捷克水鑽 MAXIMA
8,CGG1,CHRYSOLITE-50000 捷克水鑽 MAXIMA
8,CGG2,JET-23980捷克水鑽 MAXIMA
8,CGG3,SAPPHIRE-30050捷克水鑽 MAXIMA
8,CGG4,RUBY-90110捷克水鑽 MAXIMA
8,CGG5,LIGHT AMETHYST-20020 捷克水鑽 MAXIMA
8,CGG6,LIGHT SIAM-90070 捷克水鑽 MAXIMA
8,CGG7,SWAROVSKI TANGERINE-259
8,CGG8,SWAROVSKI METALLIC SUNSHINE (001 METSH)
8,CGGA,TOPAZ-10070 捷克水鑽 MAXIMA
8,CGGB,PURPLE VELET-20490 捷克水鑽 MAXIMA
8,CGGC,BLUE ZIRCON-60230 捷克水鑽 MAXIMA
8,CGGD,捷克水鑽 CRYSTAL AB-001
8,CGGE,捷克水鑽LIGHT SAPPHIRE-30020 MAXIMA
8,CGGF,捷克水鑽CAPRI BLUE-60310 MAXIMA
8,CGGG,CZECH SUN-90310 MAXIMA
8,CGGH,SWAROVSKI CRYSTAL HELIOTROPE(001 HEL)
8,CGGJ,SWAROVSKI YELLOW OPAL #231
8,CGGK,SWAROVSKI BLUSH ROSE #257
8,CGGL,SWAROVSKI MOONLIGHT #001
8,CGGM,捷克水鑽(MAXIMA) VITRAIL LIGHT 00030VL
8,CGGN,SWAROVSKI CRYSTAL RED MAGMA-001 REDM
8,CGGP,SWROVSKI CRYSTAL VITRAIL LIGHTL 001(VL)
8,CGGQ,SWAR0VSKI GRYSTAL PEONY PINK (001 L113S)
8,CGGR,SWAR0VSKI GRYSTAL MINT GREEN (001 L115S)
8,CGGS,白色中國水鑽(5A)
8,CGY1,奧登 CRYSTAL 001
8,CJB0,B級/櫻桃紅晶
8,CLA0,A級/新山玉
8,CLB0,B級/新山玉
8,CLB1,B級/淺新山玉
8,CMB1,B級/染綠色黃玉
8,CNB1,B級/黑銀　
8,CPA1,A級/SIGNITY淺色坦桑CZ
8,CPA2,3A #2坦桑CZ(B3-B6)
8,CPA3,A級/坦桑CZ LUXGEM MEDIUM
8,CPA4,A級/LUXGEM #2 TANSANITE CZ
8,CPA6,A級/坦桑CZ(手切)
8,CPA7,"A級/#3坦桑CZ (B4-B6,B1)"
8,CPA8,A級/#1坦桑CZ(B2-B5)
8,CPA9,A級/#2坦桑CZ(B3-B6)
8,CPAA,"3A #3坦桑CZ (B4-B6,B1)"
8,CPAB,A級/SIGNITY BLUE DARK
8,CPAC,A級/坦桑CZ(B2-B4)
8,CPAD,3A 坦桑CZ(B1-B6)
8,CPAE,A級/坦桑CZ(B1-B4)
8,CPAF,A級/坦桑CZ(B1-B5)
8,CPAG,3A 坦桑CZ(B1-B5)
8,CPAH,3A 坦桑CZ(B2-B4)
8,CPAJ,A級/SIGNITY TANSANITE CZ(QVC)
8,CPAK,3A 坦桑CZ(B2-B5)
8,CPB0,B級/1#坦桑CZ(B2-B5)
8,CPB1,B級/2#坦桑CZ(B3-B6)
8,CPB2,"B級/3#坦桑CZ(B4-B6,B1)"
8,CPB3,B級/坦桑CZ(B2-B4)
8,CPB4,B級/坦桑CZ(B1-B3)
8,CPB5,B級/坦桑CZ  手切 (B1-B6)
8,CPB6,B級/坦桑CZ(B1-B5)
8,CPB7,B級/坦桑CZ(B1-B4)
8,CRB0,B級/人造青金石
8,CTB0,B級/花紅石
8,CUB0,B級/瑩石
8,CUB1,B級/紫色瑩石
8,CUB2,B級/綠瑩石
8,CVA3,A級/#3乳白色CZ
8,CVA4,A級/#4乳粉紅CZ
8,CVA6,A級/#6乳變藍CZ
8,CVAA,A級/#10橄欖綠CZ
8,CVB2,B級/#2乳黃色CZ
8,CVB3,B級/#3乳白色CZ
8,CVB4,B級/#4乳粉紅CZ
8,CVB5,B級/#5乳藍色CZ
8,CVB6,B級/#6乳變藍CZ
8,CVBA,B級//#10橄欖綠CZ
8,CVBF,B級/5#乳藍色CZ  ICE--BLUE
8,CXB4,B級/淺綠剛玉 G40#
8,CXB5,B級/#13綠剛玉
8,DAA1,A級/綠紫晶(RANGE 3-10)
8,DAB0,B級/綠紫晶
8,DAB4,B級/綠紫晶(RANGE 6-10)
8,DBA2,A級/MYSTIC CZ(COATED MORGANITE COLOR)
8,DBA4,A級/PALE MOON CZ
8,DBA6,A級/BLUE SKY CZ
8,DBA8,A級/HOPE BLUE CZ
8,DBAB,A級/JACK FOOT CZ
8,DBAD,DOGWOOD BLUSH CZ
8,DCA0,A級/白色剛玉
8,DCB1,B-級/WHITE CORUNDUM
8,DDB0,B級/人造孔雀石
8,DGB0,B級/白安力士
8,DHA1,A級/PINK AMETHYST  (RANGE2-7)
8,DHA3,A級/PINK AMETHYST(RANGE 5-10)
8,DHA5,A級/PINK AMETHYST (RANGE11-15)
8,DHA7,B級/PINK AMETHYST(RANGE 10-15)
8,DHB1,B+級/粉紅紫晶(#4-#9)
8,DHB6,B級/PINK AMETHYST(RANGE 11-14)
8,DHB8,B級/PINK AMETHYST(RANGE 10-15)
8,DJB0,B級/黑安力士
8,DKB2,B級/藍色樹脂底美人浮雕
8,DKB7,B級/粉紅色樹脂底美人浮雕(美人頭像戴胸花向左)
8,DKB9,B級/黑色樹脂底美人頭像(不戴帽)
8,DKBB,B級/玫紅色樹脂浮雕(雕玫瑰花)
8,DKBD,B級/藍色樹脂底浮雕(雕刻耶穌)
8,DKBF,B級/#010 粉紅色樹脂浮雕 (雕刻小狗圖案)
8,DKBH,B級/#012黑色樹脂浮雕 (雕刻小狗圖案)
8,DKBK,B級/#01松石色樹脂浮雕(雕刻天使)
8,DQB2,S/C 0.5-1PT U$110/CT BLACK
8,DWB3,B級/藍曜石
8,EGBL,人造水晶洞 NEUTRAL MULTI
8,ERB6,S/C 1-1.5PT MIX PARCEL US$80/CT ENHANCE RED(染紅色鑽石)
8,EXBX,B級/CLEAR AB 白AB彩
8,EZB9,B級/染粉紅色石英岩(#1-#3)
8,EZBB,B級/染藍色石英岩(#3-#5)
8,EZCR,B級/染色石英岩(#51色)
8,FWB0,B級/斑馬石(黑白條紋)
8,GFD4,原色水晶洞NEUTRAL MULTI(GREY)
8,DKBL,B級/B011圖形海藍色樹脂浮雕
8,DKBM,C011粉藍色樹脂(雕刻天使)
8,DKBN,A021藍色樹脂美人浮雕
8,DKBP,M101藍色樹脂浮雕(雕小狗圖案)
8,DKBQ,B015藍色樹脂美人浮雕
8,DNA5,A級/深綠乳色玻
8,DNA6,A級/紫灰色乳色玻
8,DNA7,A級/黑乳色玻
8,DNA8,A級/0A62
8,DNA9,A級/0A15
8,DNAA,A級/0A56
8,DNAB,A級/0A01
8,DNB3,B級/MK021(粉紅色)
8,DNB8,B級/0A62
8,DNB9,B級/0A15
8,DNBA,B級/0A56
8,DNBB,B級/0A01
8,DNBC,B級/0A06
8,DNBD,B級/OS7
8,DPB5,S/C 0.5-1.5PT $100/CT
8,DPB8,S/C 0.4-1PT MIX PARCEL US$70/CT NATURAL BROWN
8,DPB9,S/C 0.4-1.5PT US$150/CT MIX PARCEL NATURAL BROWN
8,DPBD,F/C 0.3-1.5PT US$290/CT K/I2-I3 TL.BROWN
8,DPBF,S/C 0.4-0.8PT MIX PARCEL US$120/CT NATURAL BROWN
8,DPBH,S/C 0.4-0.8PT MIX PARCEL US$110/CT DARK BROWN
8,DPBL,S/C I2-I3
8,DPBM,S/C I3-I3minus
8,DPBN,DARK BROWN I2-I3
8,DPBP,S/C I1
8,DPBQ,F/C I1
8,DQ60,S/C 0.4-1PT MIX PARCEL US$90/CT
8,DQ61,S/C 2PT US$ 110/CT BLACK
8,DQ79,S/C 0.5PT US$140/CT BLACK
8,DQ80,S/C 0.5PT-1PT US$125/CT BLACK
8,DQ81,S/C 0.4-1.5PT US$90/CT BLACK
8,DQ82,S/C 0.5-1PT U$140/CT 品質配Z407
8,DQ83,S/C 0.4-1PT MIX PARCEL US$150/CT
8,DQ84,S/C I2minus-I3
8,DQ85,S/C I3-I4
8,DQ86,S/C I4
8,DQ87,S/C I1-I3
8,DQ88,S/C I1
8,DQ89,F/C I1
8,DQB1,B級/S/C 0.5-1PT U$95/CT BALCK
8,DQB5,F/C 0.5-1PT US$190/CT
8,DQB6,1-3PT F/C $160/CT
8,DQB8,S/C 0.5-2PT $130/CT
8,DQB9,S/C 0.5-1.5PT US $100/CT BLACK
8,DQBA,S/C
8,DQBB,R/C NA
8,DQBC,S/C I3-I3minus
8,DQBD,S/C I3minus
8,DQBE,I2-I3
8,DRB1,S/C 0.4-0.8PT MIX PARCEL US$95/CT
8,DRB3,S/C 0.5-1PT $140/CT BLUE
8,DRB5,S/C 0.4-1PT MIX PARCEL US$110/CT
8,DRB6,S/C 0.3PT US$150/CT
8,DRB7,S/C 0.4-0.8PT MIX PARCEL US$85/CT
8,DRB8,S/C 0.4-0.8PT MIX PARCEL US$100/CT
8,DRBB,S/C 0.4-0.8PT MIX PARCEL US$150/CT
8,DRBF,S/C I2-I3
8,DRBG,S/C I2minus-I3
8,DRBH,S/C I3-I3minus
8,DRBJ,S/C I3minus
8,DRBK,F/C I3-I3minus
8,DRBL,S/C I4
8,DRBM,S/C I1
8,DRBN,F/C I1
8,DSB3,S/C 0.4-1PT MIX PARCEL US$70/CT
8,DSB5,S/C 0.4-0.8PT MIX PARCEL US$85/CT
8,DSB6,S/C 0.4-0.8PT MIX PARCEL US$100/CT
8,DSB9,S/C 0.4-0.8PT MIX PARCEL US$150/CT
8,DSBD,S/C I2minus-I3
8,DSBE,S/C I3-I3minus
8,DSBF,S/C I3minus
8,DT74,S/C 0.4-1PT MIX PARCEL US$70/CT
8,DTB3,S/C 0.5-1PT $140/CT
8,DTB7,S/C 0.4-0.8PT MIX PARCEL US$100/CT
8,DTB8,S/C 0.4-0.8PT MIX PARCEL US$150/CT
8,DTBE,S/C I2-I3
8,DTBF,S/C I2minus-I3
8,DTBG,S/C I3-I3minus
8,DVA0,A級/紫黃晶
8,DWA0,A級/GOLDEN SHEEN
8,DWA3,A級/OBSIDIAN(彩曜石)
8,DWB0,B級/GOLDEN SHEEN
8,DWB1,B級/OBSIDIAN
8,DWB2,B級/SILVER SHEEN OBSIDIAN
8,DWB4,B級/OBSIDIAN(彩曜石)
8,DYB1,B級/YELLOW JADE
8,DYB5,B級/金?黑耀眼
8,DZA0,A級/黑木(帶條紋)
8,DZB0,B級/黑木(帶條紋)
8,EBA0,A級/鉻透輝石
8,EBA1,A級/鉻透輝石(C車間專用)
8,EBB0,B級/鉻透輝石
8,ECA0,A級/煙鋯
8,ECA1,A級/煙鋯 淺色(B3-B5)
8,ECA2,A級/煙鋯 (廣林 CZ)
8,ECA3,A級/煙鋯 3A
8,ECA4,A級/煙鋯(B2-B4)
8,ECB0,B級/煙鋯
8,ECB1,B級/煙鋯 淺色(B3-B5)
8,ECB2,B級/煙鋯(B1-B4 )
8,ECB3,B級/煙鋯(B2-B4)
8,EDB0,B級/粉紅CZ
8,EDB2,B級/藍CZ
8,EFB0,B級/白色壓克力珠
8,EFB1,B級/黑色壓克力
8,EFB2,B級/紅色壓克力
8,EFB3,B級/象牙色亞克力珠
8,EFB4,B級/土耳其色壓克力珠
8,EFB5,B級/透明亞克力片
8,EFC0,C級/透明壓克力珠
8,EGA3,A級/白色樹脂
8,EGB1,B級/石榴紅色
8,EGB2,B級/黑色樹脂
8,EGB3,B級/紅色樹脂(壓克力)
8,EGB4,B級/果凍湖水藍色樹脂
8,EGB5,B級/果凍綠東陵色樹脂
8,EGB6,B級/果凍乳白色樹脂
8,EGB7,B級/藍色玫瑰花形
8,EGB8,B級/白色玫瑰花形
8,EGB9,B級/粉紅色玫瑰花形
8,EGBA,B級/橙色玫瑰花形
8,EGBB,仿蛋白石白色樹脂
8,EGBC,藍松石色(pantone色號3115C)樹脂
8,EGBD,人造水晶洞 MAGENTA MULTI
8,EGBE,人造水晶洞 METALLIC GUNMETAL
8,EGBF,人造水晶洞 MINT MULTI
8,EGBG,人造水晶洞 METALLIC COPPER
8,EGBH,人造水晶洞 PERIWINKLE MULTI
8,EGBJ,人造水晶洞 MOCHA MULTI
8,EGBK,人造水晶洞 TURQ MULTI
8,EGBM,#006玫紅色樹脂花
8,EGBN,#026深紫色樹脂花
8,EGBP,#034綠色樹脂花
8,EGBQ,#023 樹脂花
8,EGBR,#020 號顏樹脂花
8,EGBS,#030 號顏樹脂花
8,EGBT,#009 號顏樹脂花
8,EGBU,#049 號顏樹脂花
8,EGBV,#A21玫紅色樹脂花
8,EGBW,#A9白色樹脂花
8,EGBX,#A7淺紫色樹脂花
8,EGBY,#A5新粉色樹脂花
8,EGC3,米黃色樹脂
8,EGC4,黃色樹脂
8,EGC5,螢光黃色樹脂
8,EGC6,淺粉紅色樹脂
8,EGC7,粉紅色樹脂
8,EGC8,玫紅色樹脂
8,EGC9,桔紅色樹脂
8,EGCA,大紅色樹脂
8,EGCB,香檳色樹脂
8,EGCC,綠松色樹脂
8,EGCD,藍松色樹脂
8,EGCE,藍灰色樹脂
8,EGD1,樹脂類水晶洞(ZY-04)
8,EGD2,樹脂類水晶洞(ZY-06)
8,EGD3,樹脂類水晶洞(ZY-23)
8,EGD4,樹脂類水晶洞(ZY-24)
8,EGD5,樹脂類水晶洞(ZY-30)
8,EHA0,A級/WHITE SPI
8,EHB0,B級/WHITE SPI
8,EKA2,A級/HONEY QUARTZ(2-5)
8,EKA3,A級/HONEY CITRINE(#5-#7)
8,EKB0,B級/HONEY CITRINE
8,EKB1,B級/WHISKEY QUARTZ(顏色較HONEY CITRINEZ略深)
8,EMB0,B級/混合色(深中淺)
8,ENB1,B級/#2桔紅色
8,EPB0,B級/CHAMPAGNE QUARTZ
8,EQA0,A級/COGNAC QUARTZ(REDISH YELLOW COLOR)
8,EQB0,B級/COGNAC QUARTZ(REDISH YELLOW COLOR)
8,ERB2,S/C 0.4-0.8PT MIX PARCEL US$110/CT ENHANCE RED(染紅色鑽石)
8,ERB3,S/C 0.4-0.8PT MIX PARCEL US$85/CT ENHANCE RED(染紅色鑽石)
8,ERB5,S/C 0.4-0.8PT MIX PARCEL US$80/CT ENHANCE RED(染紅色鑽石)
8,ERBB,S/C I2-I3
8,ERB7,S/C 0.4-0.8PT MIX PARCEL US$160/CT ENHANCE RED(染紅色鑽石)
8,ERBA,R/C  RED DIAMOND(染紅色鑽石)
8,ERBC,S/C I2minus-I3
8,ERBD,S/C I3-I3minus
8,ERBE,S/C I3minus
8,ERBF,S/C #2-#5/I3-I3 minus
8,ERBG,S/C #3-#6/I3-I3 minus
8,ERBH,F/C I2minus-I3
8,ERBJ,F/C I3-I3minus
8,ERBK,F/C I3minus
8,ETA0,A級/再生土耳其石
8,ETB0,B級/再生土耳其石
8,ETB1,B級/再生藍色有紋土耳其
8,EWA0,A級/染色紅寶
8,EWA1,A級/染色藍寶
8,EWA2,A級/染色綠寶
8,EWB0,B級/染色紅寶
8,EWB1,B級/染色藍寶
8,EWB2,B級/染色綠寶
8,EWB3,B級/印度染色綠寶
8,EXB0,B級/G01 藍色
8,EXB5,B級/銀灰色度膜
8,EXB6,B級/古　色度膜
8,EXB7,B級/SMOKE GLASS 度膜
8,EXB8,B級/粉紫色度膜
8,EXB9,B級/BLACK GLASS
8,EXBB,B級/80#BLUE GLASS度膜
8,EXBC,B級/79#PURPLE GLASS度膜
8,EXBD,B級/GREEN GLASS 度膜
8,EXBE,B級/SYN RED CRYSTAL K78
8,EXBF,B級/SYN PINK CRYSTAL K80
8,EXBG,B級/SYN WHITE CRYSTAL
8,EXBH,B級/SM.SMOKE 透明灰
8,EXBJ,B級/SM.CLEAR 白色鍍膜
8,EXBK,B級/AQUA 湖水藍鍍AB鍍彩
8,EXBL,B級/L.AB SLATE 全透明綠
8,EXBM,B級/L.AB TEAL 墨藍(鍍色)
8,EXBP,B級/L.SMOKE 透明灰
8,EXBQ,B級/L.CLEAR 白色鍍彩
8,EXBR,B級/TURQUOISE 綠色AB彩
8,EXBS,B級/AQUA 不透明藍色
8,EXBT,B級/CHAMPAGNE
8,EXBU,B級/VINTAGE 透明灰
8,EXBV,B級/PURPLE KH
8,EXBW,B級/GARNET-K78
8,EXBY,B級/CLEAR  白色
8,EXBZ,B級/AMETHYST K4
8,EXC1,B級/AQUAMARINE 不透明
8,EXC2,B級/DIAMOND 透明灰
8,EXC3,B級/EMERALD K57 綠色玻
8,EXC4,B級/ALEXANDRITE 粉紫
8,EXC5,B級/RUBY K75 紅玻色
8,EXC6,B級/PERIDOT 不透明
8,EXC7,B級/SAPPHIRE 不透明
8,EXC8,B級/TORMALINE 玫紅色
8,EXC9,B級/TOPAZ K68 黃玻
8,EXCA,B級/ZIRCON K105 綠玻AB彩
8,EXCB,B級/SYN BLUE CRYSTAL K41
8,EXCC,B級/鍍黑色AB彩仿水晶玻璃珠
8,EZA1,A級/染粉紅色石英岩(#1-#4)
8,EZA3,A級/染綠色石英岩(#1-#4)
8,EZA4,A級/染藍色石英岩(#1-#5)
8,EZA6,A級/染紅色石英岩(#1-#4)
8,EZA8,A級/染紫色石英岩(#1-#3)
8,EZAB,A級/染藍色石英岩(#3-#5)
8,EZAD,A級/深玫瑰紅色
8,EZAE,A級/染紫色石英岩(1#-2#)
8,EZAF,A級/染紫色石英岩(#3-#4)
8,EZAG,A級/染桔紅色石英岩
8,EZAH,染灰色石英岩
8,EZAJ,染透青色石英岩
8,EZAK,染藍灰色石英岩
8,EZAL,A級/染粉紅色石英岩(#2-#4)
8,EZAM,A級/染藍色石英岩(#2-#4)
8,EZAN,2A 染粉紅色石英岩(#2-#4)
8,EZAP,2A 染藍色石英岩(#2-#4)
8,EZAQ,A級/染豆青玉色石英岩(#2-#4)
8,EZB0,B級/染紫色石英岩(#1-#4)
8,EZB1,B級/染粉紅色石英岩(#1-#4)
8,EZB2,B級/染黃色石英岩(#1-#4)
8,EZB3,B級/染綠色石英岩(#1-#4)
8,EZB4,B級/染藍色石英岩(#1-#5)
8,EZB5,B級/染黑色石英岩(#1-#4)
8,EZB6,B級/染紅色石英岩(#1-#4)
8,EZB7,B級/染豆青玉色石英岩(#1-#4)
8,EZB8,B級/染紫色石英岩(#1-#3)
8,EZBA,B級/染藍色石英岩(#1-#3)
8,EZBC,B級/染綠色石英岩(#1-#3)
8,EZBD,B級/染粉紫色石英岩
8,EZBE,B級/染紫藍色石英岩
8,EZBF,B級/染紫紅色石英岩
8,EZBG,B級/染深藍色石英岩
8,EZBM,B級/染桔紅色石英岩
8,EZBN,B級/染海藍色石英岩(22#色)
8,EZBQ,B級/染色石英岩(#1色)
8,EZBR,B級/染色石英岩(#2色)
8,EZBS,B級/染色石英岩(#3色)
8,EZBT,B級/染色石英岩(#4色)
8,EZBU,B級/染色石英岩(#5色)
8,EZBV,B級/染色石英岩(#6色)
8,EZBW,B級/染色石英岩(#7色)
8,EZBX,B級/染色石英岩(#8色)
8,EZBY,B級/染色石英岩(#9色)
8,EZBZ,B級/染色石英岩(#10色)
8,EZC0,B級/染色石英岩(#11色)
8,EZC1,B級/染色石英岩(#12色)
8,EZC2,B級/染色石英岩(#13色)
8,EZC3,B級/染色石英岩(#14色)
8,EZC4,B級/染色石英岩(#15色)
8,EZC5,B級/染色石英岩(#16色)
8,EZC6,B級/染色石英岩(#17色)
8,EZC7,B級/染色石英岩(#20色)
8,EZC8,B級/染色石英岩(#21色)
8,EZC9,B級/染色石英岩(#23色)
8,EZCA,B級/染色石英岩(#24色)
8,EZCB,B級/染色石英岩(#26色)
8,EZCC,B級/染色石英岩(#27色)
8,EZCD,B級/染色石英岩(#29色)
8,EZCE,B級/染色石英岩(#30色)
8,EZCF,B級/染色石英岩(#31色)
8,EZCG,B級/染色石英岩(#32色)
8,EZCH,B級/染色石英岩(#33色)
8,EZCJ,B級/染色石英岩(#36色)
8,EZCK,B級/染色石英岩(#38色)
8,EZCL,B級/染色石英岩(#44色)
8,EZCM,B級/染色石英岩(#46色)
8,EZCN,B級/染色石英岩(#48色)
8,EZCP,B級/染色石英岩(#49色)
8,EZCQ,B級/染色石英岩(#50色)
8,FMB4,染白松
8,EZCS,B級/深玫瑰紅色
8,EZCT,B級/染色石英岩28#色
8,EZCU,B級/染桔紅色石英岩
8,EZCV,B級/染藍色石英岩(#2-#4)
8,EZCW,染白色石英岩
8,EZCX,B級/染色石英岩(19#色)
8,EZCY,B級/染藍綠色石英岩
8,EZCZ,B級/染仿海藍寶色石英岩
8,EZPC,染藍色石英岩(PM)
8,EZPD,染綠色石英岩(PM)
8,EZPN,染粉紅石英岩(PM)
8,FAA0,A級/石英岩原色(WHITE)
8,FAB0,B級/石英岩原色(WHITE)
8,FAC0,天然色藍色石英岩(PM)
8,FBB1,B級/銀灰色琉璃
8,FBB2,B級/彩花琉璃
8,FBB3,B級/紅琉璃
8,FCA1,A級/LUXGEM MEDIUM GREY CZ
8,FEA1,紅高棉木
8,FFA0,A級/黃藍寶(C車間專用)
8,FGA0,A級/藍色藍寶
8,FHB0,B級/血石
8,FJB0,B級/橄欖玉
8,FKA0,A級/斑點石
8,FKB0,B級/斑點石
8,FLA0,A級/PASSION TOPAZ PINK(SIGNITY)
8,FLA1,A級/PINK TOPAZ
8,FLA2,A級/BABY PINK TOPAZ
8,FLA3,A級/PINK TOPAZ(SIGNITY)
8,FLAL,A級/BABY PINK TOPAZ(SIGNITY)
8,FLB0,B級/PINK TOPAZ
8,FMB0,B級/染藍綠色多紋
8,FMB3,B級/染藍色有紋
8,FQA0,A級/黑色 TAHITI 珍珠  指定廠商(Shanghai Pearl)
8,FRB0,B級/桔木染深紅色木(有紋)
8,FSB0,B級/微帶黃色的綠色
8,FVA0,A級/天然有紋松石灌膠(Stabilized Turquoise)
8,FVA1,A級/天然松石壓磚灌膠(Compressed Turquoise)
8,FVA2,A級/中國有紋黃綠松石
8,FVA3,A級/天然松石灌膠(無紋)
8,FVB0,B級/天然有紋松石灌膠(Stabilized Turquoise)
8,FVB2,B級/天然松石壓磚灌膠(Compressed Turquoise)
8,FWB1,B級/斑馬石(綠斑馬)
8,FXB2,S/C 0.5PT  US$120/CT
8,FXB3,CHAMPAGNE香檳色I2-I3 MINUS
8,FYB0,B級/天然綠蛋白石
8,FZA0,A級/天然白鋯
8,FZB0,B級/天然白鋯
8,GAA0,A級/拉利瑪
8,GAB0,B級/拉利瑪
8,GCB0,B級/PLATINUM DURSY QUARTZ
8,GFA1,A級/粉紅色水晶洞
8,GFB1,B級/粉紅色水晶洞
8,GFB3,B級/PEARL SHIMMER
8,GFB4,B級/BLACK DRUSY
8,GFB5,B級/PLATINUM DRUSY
8,GFB6,B級/DRUSY #1
8,GFB7,B級/RED DRUSY #2
8,GFB8,B級/DRUSY #3
8,GFB9,B級/DRUSY #4
8,GFBA,B級/COLOURED DRUSY #5
8,GFBB,B級/SILVER DRUSY #6
8,GFBC,B級/BLUE DRUSY #7
8,GFBD,B級/DRUSY #8
8,GFBE,B級/DRUSY #9
8,GFBF,B級/DRUSY #10
8,GFBG,B級/DRUSY #11
8,GFBH,B級/GOLD DRUSY #12
8,GFBK,B級/DRUSY #13
8,GFBL,B級/ROSE DRUSY #14
8,GFBM,B級/BLUE DRUSY #15
8,GFBN,B級/TWILIGHT #1381
8,GFBP,B級/BLICK KNIGHT #1278
8,GFBQ,B級/SEA BLUE #1301
8,GFBR,B級/FLAT CARABIAN DRUSY  TITANIUM
8,GFBS,B級/FLAT PLATINUM DRUSY TITANIUM
8,GFBT,B級/FLAT FOREST DRUSY TITANIUM
8,GFBU,B級/FLAT GOLD DRUSY TITANIUM
8,GFBV,B級/水晶洞  C14
8,GFBW,TITANIUM BLUE DRUSY
8,GFBX,COPPER BLOOM DRUSY
8,GFBY,MARCASITE BLACK DRUSY
8,GFBZ,TITANIUM PURPLE DRUSY
8,GFD1,染色水晶洞PERIWINKLE MULTI(DYED ROYAL BLUE)
8,GFD2,水晶洞METALLIC GUNMETAL(BLACK METALLIC)
8,GFD3,染色水晶洞MINT MULTI(MINT GREEN)
8,GFD5,天然染色水晶洞 MAGENTA(PINK)
8,GFD6,水晶洞 NATURAL WHITE
8,GFD7,染色水晶洞(DYED TURQUOISE BLUE)
8,GFD8,灰黑色水晶洞
8,GFD9,GREEN MIST #1416
8,GFDA,AZOTIC ECTASY #1277
8,GFDB,PEACOCK GREEN DRUSY
8,GFDC,水晶洞(粉紅電鍍色)
8,GFDD,水晶洞(黑色電鍍色)
8,GFDF,STEELY BLUE DRUSY #1220
8,GFDG,SI OPAL DRUSY #1223
8,GFDH,MOODY PINK DRUSY  #1268
8,GFDJ,BROWN DRUSY
8,GFDK,天然水晶洞(INK BLUE墨藍)
8,GFDL,天然水晶洞(EMERALD祖母綠)
8,GFDM,天然水晶洞(GREEN薄荷綠)
8,GGB0,B級/#1107 YELLOW SEED BEAD
8,GGB1,B級/#1108 ROSE SEED BEAD
8,GGB3,B級/#49 BLACK SEED BEAD
8,GGBJ,B級/#141乳白色(CETLON ROUND)
8,GGBR,B級/#103 BLUE SEED GLASS BEAD
8,GHA0,A級/黑色尖晶石
8,GHA1,A級/黑尖晶石(機切石)
8,GHA2,3A 黑尖晶
8,GHB0,B級/黑色尖晶石
8,GJA0,A級/金色內加銀磁珠
8,GJA1,A級/銀色內加銀磁珠
8,GJA2,A級/SEED BEADS (黑色11/0)
8,GJA3,A級/SEED BEADS (紅色11/0)
8,GKA0,A級/PRECIOSA NANOCRYSTAL GREY
8,GKA1,A級/LUXGEM NANO GREEN
8,GKA5,A級/PRECIOSA NANOCRYSTAL GREEN
8,GKA6,A級/PRECIOSA NANOCRYSTAL SAPPHIRE BLUE
8,GKA7,A級/PRECIOSA NANOCRYSTAL BLACK
8,GKA8,A級/GREEN NANO
8,GKA9,A級/DIAMONDLITE GREEN NANO
8,GKAA,PRECIOSA NANO GEMS OPAL PINK
8,GKAB,PRECIOSA NANO GEMS OPAL YELLOW WHITE
8,GKAC,PRECIOSA  NANO  GEMS  TURQUOISE
8,GKAD,A級/NANO  GREEN  3A
8,GKAQ,A級/黑色 NANO
8,GKAE,#177 PRECIOSE CHAMPAGNE NCL
8,GKAF,#121/1 PRECIOSE SAPPHIRE VIOLETISH GREY BLUE NCL
8,GKAG,#152 PRECIOSE  PERIDOT NCL
8,GKAH,#283 PRECIOSE OPAL PINK NCL
8,GKAJ,#304 PRECIOSE COLOR CHANGE NANOGEMS TRANSPARENT
8,GKAK,#244 PRECIOSE OPAL SKY BLUE NCL
8,GKAL,#182 PRECIOSE MORGANITE NCL
8,GKAM,NANO CHAMPAGNE#777
8,GKAN,#128 PRECIOSE TANZANITE BLUE
8,GKAP,MORGANITE PINK DARK #45
8,GKAR,NANO PERIDOT #172
8,GKAS,A級/NANO #1076
8,GKAT,A級/NANO #5
8,GKAU,A級/NANO #A75
8,GKAV,A級/NANO #A24
8,GKAW,NANO CHAMPAGNE#777  3A
